"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30580","Login Test","","2026-03-23","broken","2026-03-23","","tests\login\login.spec.js","",""
